Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,storage_type,Second_Price,Inches,ScreenResolution,Cpu,Gpu,Memory,storage_capacity,log_price,GHz
Dell,Ultrabook,8,1.21,815.86,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,86793.12,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.704242771617076,1.6
HP,2 in 1 Convertible,8,1.26,700.66,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,74538.1872,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.552022747975662,1.6
HP,Notebook,8,1.63,542.9,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,ssd,57755.52,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,512GB SSD,512,6.296925140911405,1.8
Dell,Notebook,8,2.16,566.11,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,60223.98239999999,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 940MX,256GB SSD +  1TB HDD,1256,6.338788405610142,1.8
Asus,Notebook,4,2,282.47,0,0,127.33567457123112,Intel Core i3,1000,0,Nvidia,Windows,hdd,30049.92,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX,1TB HDD,1000,5.643572350257175,2
Asus,Notebook,8,1.7,559.93,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,59567.04,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 940MX,256GB SSD,256,6.327811775916044,1.8
Acer,Notebook,6,2.1,239.9,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,hdd,25521.12,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD,1000,5.480222169845649,2.4
MSI,Gaming,16,1.8,1122.61,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,both,119427.12,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  2TB HDD,2256,7.023411610360816,2.8
Lenovo,Notebook,8,2.2,315.02,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,ssd,33513.119999999995,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,256GB SSD,256,5.752636128873589,2.5
HP,Notebook,16,2.5,636.56,0,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,ssd,67718.88,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 930MX ,512GB SSD,512,6.45607867906928,1.8
Acer,Notebook,4,2.1,225.88,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,ssd,24029.28,15.6,1366x768,AMD A9-Series 9420 3GHz,AMD Radeon R5,256GB SSD,256,5.420003884804636,3
HP,Notebook,4,1.86,129.72,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,hdd,13799.519999999999,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,500GB HDD,500,4.865378281439117,1.6
HP,Notebook,8,1.63,406.68,0,0,157.3505121487356,Intel Core i5,1000,0,Intel,Windows,hdd,43263.36,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,1TB HDD,1000,6.00802663540696,1.6
Asus,Notebook,4,1.65,139.23,0,0,111.93520355955212,AMD Processor,0,64,AMD,Windows,ssd,14811.307200000001,14,1366x768,AMD E-Series 6110 1.5GHz,AMD Radeon R2,64GB SSD,64,4.936127241921194,1.5
Dell,Notebook,16,2.8,699.16,0,0,127.33567457123112,Intel Core i7,2000,256,AMD,Windows,both,74378.87999999999,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,256GB SSD +  2TB HDD,2256,6.549879614466886,1.8
HP,Notebook,8,2.5,464.77,0,0,127.33567457123112,Intel Core i5,0,256,Intel,Windows,ssd,49443.84,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.14154265956481,1.6
Dell,Notebook,8,2.36,320.03,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows,hdd,34045.3872,15.6,1366x768,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,1TB HDD,1000,5.768414741399516,2.5
Dell,Notebook,4,2.2,224.87,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,hdd,23922.719999999998,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,1TB HDD,1000,5.415522457448741,2
Acer,Ultrabook,8,1.6,442.74,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,47099.52,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.092982690298331,1.8
Acer,Notebook,4,2.2,286.48,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,ssd,30476.16,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,Nvidia GeForce MX130,256GB SSD,256,5.657668725690177,2.7
HP,Notebook,8,2.05,299.5,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,hdd,31861.44,15.6,1366x768,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB HDD,1000,5.702114417555504,2.7
HP,Notebook,8,1.63,494.82,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,52640.64,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.204194060073319,1.8
Lenovo,Notebook,4,1.9,126.39,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,hdd,13445.7408,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,4.8393723646590345,1.1
Asus,Gaming,8,3,469.78,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,both,49976.64,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.15226450001169,2.5
Lenovo,Notebook,4,2.2,249.92,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,hdd,26586.719999999998,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,1TB HDD,1000,5.521140866651321,2.5
HP,Notebook,4,1.32,350.08,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,37242.72,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,5.858161699793562,2.5
Acer,Notebook,4,3,328.04,0,1,127.33567457123112,Intel Core i3,1000,0,Nvidia,Windows,hdd,34898.4,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,Nvidia GeForce MX130,1TB HDD,1000,5.79313555216821,2.7
Lenovo,Notebook,8,1.75,558.94,0,1,157.3505121487356,Intel Core i5,0,256,AMD,Windows,ssd,59461.5456,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon RX 550,256GB SSD,256,6.326042132868397,1.6
Lenovo,Gaming,8,2.4,435.22,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,ssd,46300.32,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,256GB SSD,256,6.075851650368147,2.8
Toshiba,Notebook,4,2.1,301.5,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,32074.559999999998,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,5.70877001616724,2.3
HP,Notebook,4,1.86,184.81,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,ssd,19660.32,15.6,1366x768,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,256GB SSD,256,5.219328270297665,2.5
Asus,Ultrabook,8,1.25,550.41,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,58554.72,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.310663455058738,1.8
HP,Ultrabook,8,0.97,1008.68,1,1,352.4651472131677,Other Intel Processor,0,512,Intel,Windows,ssd,107305.92,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,512GB SSD,512,6.916397824363479,1.2
Asus,Notebook,4,2,172.29,0,0,141.21199808219862,Other Intel Processor,1000,0,Intel,Windows,hdd,18328.32,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,5.149179103544315,1.1
MSI,Gaming,16,2.9,1016.19,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,108105.12,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,6.92381561852865,2.8
Acer,Notebook,4,2.1,223.87,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,hdd,23816.16,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD,1000,5.41106552623979,2
Dell,Gaming,16,2.56,625.67,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,ssd,66560.5728,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,512GB SSD,512,6.438823075554713,2.8
Lenovo,Notebook,4,1.9,249.41,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,ssd,26533.44,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,128GB SSD,128,5.519098128673058,2.5
MSI,Gaming,16,2.8,946.57,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,100699.2,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD,1256,6.852844924597232,2.8
HP,Ultrabook,4,1.48,541.9,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,57648.96,14,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.295081482572068,2.7
HP,Notebook,6,1.91,310.02,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,ssd,32980.32,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,256GB SSD,256,5.736636811527148,1.6
Lenovo,2 in 1 Convertible,4,1.74,315.02,1,1,157.3505121487356,Intel Core i3,0,256,Intel,Windows,ssd,33513.119999999995,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,256GB SSD,256,5.752636128873589,2.4
Asus,2 in 1 Convertible,8,1.1,658.59,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,70063.2,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,Intel HD Graphics 620,256GB SSD,256,6.490101186103941,1.6
Dell,2 in 1 Convertible,8,1.56,525.37,1,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,55890.72,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.264102776268335,1.8
Toshiba,Notebook,4,2.1,223.87,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,23816.16,15.6,1366x768,Intel Core i3 6006U 2.2GHz,Intel HD Graphics 520,500GB HDD,500,5.41106552623979,2.2
Asus,Notebook,4,2.03,201.84,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,hdd,21471.84,15.6,1366x768,AMD A9-Series 9420 3GHz,AMD Radeon R5 M420,1TB HDD,1000,5.307475304332803,3
Acer,Notebook,4,3,403.17,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,ssd,42890.4,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,256GB SSD,256,5.999358309227082,1.6
Dell,Notebook,8,2.13,364.61,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,ssd,38787.84,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,256GB SSD,256,5.898828289186049,1.6
Lenovo,Gaming,16,2.5,540.4,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,57489.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD,256,6.292309606086044,2.8
Acer,Notebook,4,2.1,174.29,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,hdd,18541.44,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,5.16072057853359,1.1
MSI,Gaming,16,2.4,901,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,95850.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD,1256,6.803505257608338,2.8
Acer,Notebook,4,2.1,182.06,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,hdd,19367.812799999996,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,1TB HDD,1000,5.204336303077143,1.1
Dell,Gaming,8,2.56,531.13,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,56502.907199999994,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.275006812370425,2.8
Acer,Notebook,8,3,427.71,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,ssd,45501.119999999995,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,256GB SSD,256,6.058445395833979,1.6
HP,Notebook,4,1.49,377.63,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows,hdd,40173.119999999995,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,500GB HDD,500,5.933914880267971,1.6
Huawei,Ultrabook,8,1.05,675.62,0,1,199.69207064108247,Intel Core i5,0,256,Intel,Windows,ssd,71874.72,13,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.515630787811046,2.5
HP,Notebook,6,2.71,350.08,0,1,127.33567457123112,Intel Core i5,2000,0,AMD,Windows,hdd,37242.72,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,2TB HDD,2000,5.858161699793562,2.5
Lenovo,Notebook,4,2.2,154.76,0,0,100.45466986113652,AMD Processor,500,0,AMD,Others,hdd,16463.52,15.6,1366x768,AMD A6-Series 9220 2.9GHz,AMD Radeon R4 Graphics,500GB HDD,500,5.041875529832312,2.9
Toshiba,Notebook,4,2,244.91,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,26053.92,15.6,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD,500,5.500890796117536,2.4
HP,Notebook,8,2.5,462.27,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,ssd,49177.439999999995,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 930MX,256GB SSD,256,6.136149135961872,1.6
Dell,Notebook,8,2.3,229.88,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,hdd,24455.52,15.6,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD,1000,5.437557433639541,2.4
Acer,Notebook,4,2.1,224.87,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,ssd,23922.719999999998,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,128GB SSD,128,5.415522457448741,2
MSI,Gaming,32,4.4,1401.83,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia,Windows,both,149130.72,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,Nvidia GTX 980 SLI,512GB SSD +  1TB HDD,1512,7.24553380489301,2.9
Lenovo,Notebook,8,1.9,407.18,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,both,43316.64,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,AMD R17M-M1-70,128GB SSD +  1TB HDD,1128,6.009255348116531,2.5
HP,2 in 1 Convertible,8,1.29,750.75,1,1,331.2642361026012,Intel Core i5,0,256,Intel,Windows,ssd,79866.72,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.62107270686344,1.6
Dell,Notebook,16,2.02,525.37,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Others,both,55890.72,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,256GB SSD +  2TB HDD,2256,6.264102776268335,1.8
Dell,Ultrabook,8,1.23,700.66,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,74538.72,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.552022747975662,1.6
Lenovo,2 in 1 Convertible,16,1.4,926.04,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,ssd,98514.72,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,512GB SSD,512,6.830917430257512,1.8
Toshiba,Notebook,8,2,397.16,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,ssd,42251.04,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,128GB SSD,128,5.984339222165393,2.5
Xiaomi,Notebook,8,1.95,600.5,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,ssd,63882.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,256GB SSD,256,6.397762641520038,1.6
Dell,Notebook,16,2.77,775.79,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,ssd,82530.72,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 150MX,512GB SSD,512,6.653881865002709,1.8
Dell,Notebook,16,2.06,1200.49,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,ssd,127712.15999999999,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,512GB SSD,512,7.090485085764057,2.8
Lenovo,Gaming,8,2.4,390.15,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,ssd,41505.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,256GB SSD,256,5.96653128056277,2.5
Acer,Ultrabook,8,1.12,495.32,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,52693.92,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,256GB SSD,256,6.2052040183468975,1.2
Dell,Notebook,8,2.8,543.4,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Windows,both,57808.799999999996,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,128GB SSD +  1TB HDD,1128,6.297845696992248,1.8
Lenovo,2 in 1 Convertible,16,1.42,1414.35,1,0,209.80068286498081,Intel Core i7,0,1000,Intel,Windows,ssd,150462.72,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB SSD,1000,7.254425340579796,2.7
Xiaomi,Ultrabook,8,1.3,500.78,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Others,ssd,53274.67199999999,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce MX150,256GB SSD,256,6.216166882886185,2.5
Lenovo,Notebook,8,2.8,349.58,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia,Others,ssd,37189.439999999995,17.3,1600x900,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,256GB SSD,256,5.856732433906941,1.6
Dell,2 in 1 Convertible,8,1.62,420.2,1,1,165.6321180513006,Intel Core i7,1000,0,Intel,Windows,hdd,44701.92,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,1TB HDD,1000,6.0407307884109,1.8
HP,Notebook,8,2.5,457.76,0,1,127.33567457123112,Intel Core i5,1000,0,Nvidia,Windows,hdd,48697.92,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 930MX,1TB HDD,1000,6.1263450293018,1.6
Razer,Gaming,32,3.49,3054.57,1,0,254.67134914246225,Intel Core i7,0,1000,Nvidia,Windows,ssd,324954.72,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1080,1TB SSD,1000,8.024394108834924,2.9
HP,Notebook,8,1.49,480.3,0,0,165.6321180513006,Intel Core i5,0,512,Intel,Windows,ssd,51095.52,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,512GB SSD,512,6.174410908670779,1.6
HP,Gaming,16,3.35,690.65,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,73473.12,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD +  1TB HDD,1256,6.537633183145969,2.8
HP,Notebook,8,2.5,523.37,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,ssd,55677.6,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 930MX ,256GB SSD,256,6.260288670914165,1.8
Dell,Gaming,16,2.65,924.04,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia,Windows,both,98301.59999999999,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,512GB SSD +  1TB HDD,1512,6.828755360747987,2.8
Lenovo,Notebook,4,2.1,246.91,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,ssd,26267.039999999997,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD,128,5.5090238977585635,2.3
Acer,Notebook,8,2.23,371.62,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,39533.76,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,1TB HDD,1000,5.917871826804609,2.7
Lenovo,Gaming,16,3.2,875.96,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia,Windows,both,93186.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,512GB SSD +  1TB HDD,1512,6.77532042779339,2.8
Dell,Workstation,16,2.8,1530.04,0,0,282.42399616439724,Other Intel Processor,1000,256,Nvidia,Windows,both,162770.4,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,Nvidia Quadro M1200,256GB SSD +  1TB HDD,1256,7.333049157835588,3
Lenovo,Gaming,16,2.4,700.16,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Others,ssd,74485.44,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,512GB SSD,512,6.551308880353507,2.8
Dell,Notebook,6,2.3,219.87,1,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,hdd,23389.92,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD,1000,5.393036462605869,2.4
Dell,Ultrabook,8,1.21,976.12,1,1,331.2642361026012,Intel Core i7,0,256,Intel,Windows,ssd,103842.72,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.883585529674932,1.8
Dell,Ultrabook,8,1.2,725.71,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,77202.72,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.587150485987966,1.8
Lenovo,Notebook,8,2.2,299,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,ssd,31808.16,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,5.700443573390687,2.5
Acer,Notebook,8,2.4,390.15,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,hdd,41505.119999999995,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,1TB HDD,1000,5.96653128056277,2.8
Asus,Gaming,16,2.9,704.67,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,74964.95999999999,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD +  1TB HDD,1256,6.557729608119854,2.8
HP,Notebook,4,2.1,174.79,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Others,hdd,18594.719999999998,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD,500,5.163585253346995,2
Lenovo,Notebook,8,2.2,274.96,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others,ssd,29250.719999999998,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,5.616625632541578,2.5
Huawei,Ultrabook,8,1.05,750.75,0,1,199.69207064108247,Intel Core i7,0,512,Intel,Windows,ssd,79866.72,13,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.62107270686344,2.7
Dell,Ultrabook,8,1.4,466.72,0,1,165.6321180513006,Intel Core i7,0,256,AMD,Windows,ssd,49650.566399999996,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,256GB SSD,256,6.1457295061194115,1.8
Lenovo,Notebook,8,2.8,294.99,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Others,hdd,31381.92,17.3,1600x900,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940MX,1TB HDD,1000,5.686941457460175,2.5
HP,Notebook,8,1.63,516.36,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,ssd,54931.68,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 930MX,256GB SSD,256,6.246804196638508,1.8
Dell,Ultrabook,8,1.6,575.46,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,61218.72,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.355169720967915,1.6
